"Country or Area","Year","Area","Sex","Age","Record Type","Reliability","Source Year","Value","Value Footnotes"
"Mexico","2019","Total","Both Sexes","39","Data tabulated by year of registration","Final figure, complete","2021","4368","1"
"Mexico","2019","Total","Both Sexes","40","Data tabulated by year of registration","Final figure, complete","2021","4427","1"
"Mexico","2019","Total","Both Sexes","40 - 44","Data tabulated by year of registration","Final figure, complete","2021","24965","1"
"Mexico","2019","Total","Both Sexes","41","Data tabulated by year of registration","Final figure, complete","2021","4723","1"
"Mexico","2019","Total","Both Sexes","42","Data tabulated by year of registration","Final figure, complete","2021","4972","1"
"Mexico","2019","Total","Both Sexes","43","Data tabulated by year of registration","Final figure, complete","2021","5189","1"
"Mexico","2019","Total","Both Sexes","44","Data tabulated by year of registration","Final figure, complete","2021","5654","1"
"Mexico","2019","Total","Both Sexes","45","Data tabulated by year of registration","Final figure, complete","2021","5851","1"
"Mexico","2019","Total","Both Sexes","45 - 49","Data tabulated by year of registration","Final figure, complete","2021","32200","1"
"Mexico","2019","Total","Both Sexes","46","Data tabulated by year of registration","Final figure, complete","2021","6415","1"
"Mexico","2019","Total","Both Sexes","47","Data tabulated by year of registration","Final figure, complete","2021","6633","1"
"Mexico","2019","Total","Both Sexes","48","Data tabulated by year of registration","Final figure, complete","2021","6531","1"
"Mexico","2019","Total","Both Sexes","49","Data tabulated by year of registration","Final figure, complete","2021","6770","1"
"Mexico","2019","Total","Both Sexes","50","Data tabulated by year of registration","Final figure, complete","2021","7238","1"
"Mexico","2019","Total","Both Sexes","50 - 54","Data tabulated by year of registration","Final figure, complete","2021","39135","1"
"Mexico","2019","Total","Both Sexes","51","Data tabulated by year of registration","Final figure, complete","2021","7447","1"
"Mexico","2019","Total","Both Sexes","52","Data tabulated by year of registration","Final figure, complete","2021","7745","1"
"Mexico","2019","Total","Both Sexes","53","Data tabulated by year of registration","Final figure, complete","2021","7992","1"
"Mexico","2019","Total","Both Sexes","54","Data tabulated by year of registration","Final figure, complete","2021","8713","1"
"Mexico","2019","Total","Both Sexes","55","Data tabulated by year of registration","Final figure, complete","2021","8921","1"
"Mexico","2019","Total","Both Sexes","55 - 59","Data tabulated by year of registration","Final figure, complete","2021","49128","1"
"Mexico","2019","Total","Both Sexes","56","Data tabulated by year of registration","Final figure, complete","2021","9323","1"
"Mexico","2019","Total","Both Sexes","57","Data tabulated by year of registration","Final figure, complete","2021","9650","1"
"Mexico","2019","Total","Both Sexes","58","Data tabulated by year of registration","Final figure, complete","2021","10345","1"
"Mexico","2019","Total","Both Sexes","59","Data tabulated by year of registration","Final figure, complete","2021","10889","1"
"Mexico","2019","Total","Both Sexes","60","Data tabulated by year of registration","Final figure, complete","2021","10937","1"
"Mexico","2019","Total","Both Sexes","60 - 64","Data tabulated by year of registration","Final figure, complete","2021","58377","1"
"Mexico","2019","Total","Both Sexes","61","Data tabulated by year of registration","Final figure, complete","2021","11144","1"
"Mexico","2019","Total","Both Sexes","62","Data tabulated by year of registration","Final figure, complete","2021","11652","1"
"Mexico","2019","Total","Both Sexes","63","Data tabulated by year of registration","Final figure, complete","2021","12222","1"
"Mexico","2019","Total","Both Sexes","64","Data tabulated by year of registration","Final figure, complete","2021","12422","1"
"Mexico","2019","Total","Both Sexes","65","Data tabulated by year of registration","Final figure, complete","2021","12338","1"
"Mexico","2019","Total","Both Sexes","65 - 69","Data tabulated by year of registration","Final figure, complete","2021","63463","1"
"Mexico","2019","Total","Both Sexes","66","Data tabulated by year of registration","Final figure, complete","2021","12578","1"
"Mexico","2019","Total","Both Sexes","67","Data tabulated by year of registration","Final figure, complete","2021","12207","1"
"Mexico","2019","Total","Both Sexes","68","Data tabulated by year of registration","Final figure, complete","2021","13177","1"
"Mexico","2019","Total","Both Sexes","69","Data tabulated by year of registration","Final figure, complete","2021","13163","1"
"Mexico","2019","Total","Both Sexes","70","Data tabulated by year of registration","Final figure, complete","2021","13070","1"
"Mexico","2019","Total","Both Sexes","70 - 74","Data tabulated by year of registration","Final figure, complete","2021","69184","1"
"Mexico","2019","Total","Both Sexes","71","Data tabulated by year of registration","Final figure, complete","2021","13697","1"
"Mexico","2019","Total","Both Sexes","72","Data tabulated by year of registration","Final figure, complete","2021","13897","1"
"Mexico","2019","Total","Both Sexes","73","Data tabulated by year of registration","Final figure, complete","2021","14087","1"
"Mexico","2019","Total","Both Sexes","74","Data tabulated by year of registration","Final figure, complete","2021","14433","1"
"Mexico","2019","Total","Both Sexes","75","Data tabulated by year of registration","Final figure, complete","2021","14193","1"
"Mexico","2019","Total","Both Sexes","75 - 79","Data tabulated by year of registration","Final figure, complete","2021","73832","1"
"Mexico","2019","Total","Both Sexes","76","Data tabulated by year of registration","Final figure, complete","2021","14523","1"
"Mexico","2019","Total","Both Sexes","77","Data tabulated by year of registration","Final figure, complete","2021","14424","1"
"Mexico","2019","Total","Both Sexes","78","Data tabulated by year of registration","Final figure, complete","2021","15250","1"
"Mexico","2019","Total","Both Sexes","79","Data tabulated by year of registration","Final figure, complete","2021","15442","1"
"Mexico","2019","Total","Both Sexes","80","Data tabulated by year of registration","Final figure, complete","2021","15116","1"
"Mexico","2019","Total","Both Sexes","80 - 84","Data tabulated by year of registration","Final figure, complete","2021","77029","1"
"Mexico","2019","Total","Both Sexes","81","Data tabulated by year of registration","Final figure, complete","2021","14968","1"
"Mexico","2019","Total","Both Sexes","82","Data tabulated by year of registration","Final figure, complete","2021","15478","1"
"Mexico","2019","Total","Both Sexes","83","Data tabulated by year of registration","Final figure, complete","2021","15955","1"
"Mexico","2019","Total","Both Sexes","84","Data tabulated by year of registration","Final figure, complete","2021","15512","1"
"Mexico","2019","Total","Both Sexes","85","Data tabulated by year of registration","Final figure, complete","2021","14530","1"
"Mexico","2019","Total","Both Sexes","85 - 89","Data tabulated by year of registration","Final figure, complete","2021","68421","1"
"Mexico","2019","Total","Both Sexes","86","Data tabulated by year of registration","Final figure, complete","2021","13982","1"
"Mexico","2019","Total","Both Sexes","87","Data tabulated by year of registration","Final figure, complete","2021","13107","1"
"Mexico","2019","Total","Both Sexes","88","Data tabulated by year of registration","Final figure, complete","2021","13874","1"
"Mexico","2019","Total","Both Sexes","89","Data tabulated by year of registration","Final figure, complete","2021","12928","1"
"Mexico","2019","Total","Both Sexes","90","Data tabulated by year of registration","Final figure, complete","2021","10267","1"
"Mexico","2019","Total","Both Sexes","90 - 94","Data tabulated by year of registration","Final figure, complete","2021","42960","1"
"Mexico","2019","Total","Both Sexes","91","Data tabulated by year of registration","Final figure, complete","2021","9369","1"
"Mexico","2019","Total","Both Sexes","92","Data tabulated by year of registration","Final figure, complete","2021","8417","1"
"Mexico","2019","Total","Both Sexes","93","Data tabulated by year of registration","Final figure, complete","2021","8112","1"
"Mexico","2019","Total","Both Sexes","94","Data tabulated by year of registration","Final figure, complete","2021","6795","1"
"Mexico","2019","Total","Both Sexes","95","Data tabulated by year of registration","Final figure, complete","2021","5456","1"
"Mexico","2019","Total","Both Sexes","95 - 99","Data tabulated by year of registration","Final figure, complete","2021","18479","1"
"Mexico","2019","Total","Both Sexes","96","Data tabulated by year of registration","Final figure, complete","2021","4581","1"
"Mexico","2019","Total","Both Sexes","97","Data tabulated by year of registration","Final figure, complete","2021","3415","1"
"Mexico","2019","Total","Both Sexes","98","Data tabulated by year of registration","Final figure, complete","2021","2908","1"
"Mexico","2019","Total","Both Sexes","99","Data tabulated by year of registration","Final figure, complete","2021","2119","1"
"Mexico","2019","Total","Both Sexes","100 +","Data tabulated by year of registration","Final figure, complete","2021","4274","1"
"Mexico","2019","Total","Both Sexes","Unknown","Data tabulated by year of registration","Final figure, complete","2021","517","1"
"Mexico","2019","Total","Male","Total","Data tabulated by year of registration","Final figure, complete","2021","411599","1,2"
"Mexico","2019","Total","Male","0","Data tabulated by year of registration","Final figure, complete","2021","12629","1,2"
"Mexico","2019","Total","Male","1","Data tabulated by year of registration","Final figure, complete","2021","1136","1,2"
"Mexico","2019","Total","Male","1 - 4","Data tabulated by year of registration","Final figure, complete","2021","2504","1,2"
"Mexico","2019","Total","Male","2","Data tabulated by year of registration","Final figure, complete","2021","609","1,2"
"Mexico","2019","Total","Male","3","Data tabulated by year of registration","Final figure, complete","2021","422","1,2"
"Mexico","2019","Total","Male","4","Data tabulated by year of registration","Final figure, complete","2021","337","1,2"
"Mexico","2019","Total","Male","5","Data tabulated by year of registration","Final figure, complete","2021","285","1,2"
"Mexico","2019","Total","Male","5 - 9","Data tabulated by year of registration","Final figure, complete","2021","1333","1,2"
"Mexico","2019","Total","Male","6","Data tabulated by year of registration","Final figure, complete","2021","266","1,2"
"Mexico","2019","Total","Male","7","Data tabulated by year of registration","Final figure, complete","2021","250","1,2"
"Mexico","2019","Total","Male","8","Data tabulated by year of registration","Final figure, complete","2021","257","1,2"
"Mexico","2019","Total","Male","9","Data tabulated by year of registration","Final figure, complete","2021","275","1,2"
"Mexico","2019","Total","Male","10","Data tabulated by year of registration","Final figure, complete","2021","296","1,2"
"Mexico","2019","Total","Male","10 - 14","Data tabulated by year of registration","Final figure, complete","2021","1832","1,2"
"Mexico","2019","Total","Male","11","Data tabulated by year of registration","Final figure, complete","2021","289","1,2"
"Mexico","2019","Total","Male","12","Data tabulated by year of registration","Final figure, complete","2021","316","1,2"
"Mexico","2019","Total","Male","13","Data tabulated by year of registration","Final figure, complete","2021","398","1,2"
"Mexico","2019","Total","Male","14","Data tabulated by year of registration","Final figure, complete","2021","533","1,2"
"Mexico","2019","Total","Male","15","Data tabulated by year of registration","Final figure, complete","2021","748","1,2"
"Mexico","2019","Total","Male","15 - 19","Data tabulated by year of registration","Final figure, complete","2021","6424","1,2"
"Mexico","2019","Total","Male","16","Data tabulated by year of registration","Final figure, complete","2021","1021","1,2"
"Mexico","2019","Total","Male","17","Data tabulated by year of registration","Final figure, complete","2021","1258","1,2"
"Mexico","2019","Total","Male","18","Data tabulated by year of registration","Final figure, complete","2021","1629","1,2"
"Mexico","2019","Total","Male","19","Data tabulated by year of registration","Final figure, complete","2021","1768","1,2"
"Mexico","2019","Total","Male","20","Data tabulated by year of registration","Final figure, complete","2021","2061","1,2"
"Mexico","2019","Total","Male","20 - 24","Data tabulated by year of registration","Final figure, complete","2021","11480","1,2"
"Mexico","2019","Total","Male","21","Data tabulated by year of registration","Final figure, complete","2021","2191","1,2"
"Mexico","2019","Total","Male","22","Data tabulated by year of registration","Final figure, complete","2021","2277","1,2"
"Mexico","2019","Total","Male","23","Data tabulated by year of registration","Final figure, complete","2021","2481","1,2"
"Mexico","2019","Total","Male","24","Data tabulated by year of registration","Final figure, complete","2021","2470","1,2"
"Mexico","2019","Total","Male","25","Data tabulated by year of registration","Final figure, complete","2021","2660","1,2"
"Mexico","2019","Total","Male","25 - 29","Data tabulated by year of registration","Final figure, complete","2021","13673","1,2"
"Mexico","2019","Total","Male","26","Data tabulated by year of registration","Final figure, complete","2021","2683","1,2"
"Mexico","2019","Total","Male","27","Data tabulated by year of registration","Final figure, complete","2021","2803","1,2"
"Mexico","2019","Total","Male","28","Data tabulated by year of registration","Final figure, complete","2021","2785","1,2"
"Mexico","2019","Total","Male","29","Data tabulated by year of registration","Final figure, complete","2021","2742","1,2"
"Mexico","2019","Total","Male","30","Data tabulated by year of registration","Final figure, complete","2021","2751","1,2"
"Mexico","2019","Total","Male","30 - 34","Data tabulated by year of registration","Final figure, complete","2021","13711","1,2"
"Mexico","2019","Total","Male","31","Data tabulated by year of registration","Final figure, complete","2021","2707","1,2"
"Mexico","2019","Total","Male","32","Data tabulated by year of registration","Final figure, complete","2021","2739","1,2"
"Mexico","2019","Total","Male","33","Data tabulated by year of registration","Final figure, complete","2021","2725","1,2"
"Mexico","2019","Total","Male","34","Data tabulated by year of registration","Final figure, complete","2021","2789","1,2"
"Mexico","2019","Total","Male","35","Data tabulated by year of registration","Final figure, complete","2021","2833","1,2"
"Mexico","2019","Total","Male","35 - 39","Data tabulated by year of registration","Final figure, complete","2021","14723","1,2"
"Mexico","2019","Total","Male","36","Data tabulated by year of registration","Final figure, complete","2021","2809","1,2"
"Mexico","2019","Total","Male","37","Data tabulated by year of registration","Final figure, complete","2021","3012","1,2"
"Mexico","2019","Total","Male","38","Data tabulated by year of registration","Final figure, complete","2021","2978","1,2"
"Mexico","2019","Total","Male","39","Data tabulated by year of registration","Final figure, complete","2021","3091","1,2"
"Mexico","2019","Total","Male","40","Data tabulated by year of registration","Final figure, complete","2021","3116","1,2"
"Mexico","2019","Total","Male","40 - 44","Data tabulated by year of registration","Final figure, complete","2021","17263","1,2"
"Mexico","2019","Total","Male","41","Data tabulated by year of registration","Final figure, complete","2021","3311","1,2"
"Mexico","2019","Total","Male","42","Data tabulated by year of registration","Final figure, complete","2021","3438","1,2"
"Mexico","2019","Total","Male","43","Data tabulated by year of registration","Final figure, complete","2021","3624","1,2"
"Mexico","2019","Total","Male","44","Data tabulated by year of registration","Final figure, complete","2021","3774","1,2"
"Mexico","2019","Total","Male","45","Data tabulated by year of registration","Final figure, complete","2021","3918","1,2"
"Mexico","2019","Total","Male","45 - 49","Data tabulated by year of registration","Final figure, complete","2021","20983","1,2"
"Mexico","2019","Total","Male","46","Data tabulated by year of registration","Final figure, complete","2021","4253","1,2"
"Mexico","2019","Total","Male","47","Data tabulated by year of registration","Final figure, complete","2021","4282","1,2"
"Mexico","2019","Total","Male","48","Data tabulated by year of registration","Final figure, complete","2021","4248","1,2"
"Mexico","2019","Total","Male","49","Data tabulated by year of registration","Final figure, complete","2021","4282","1,2"
"Mexico","2019","Total","Male","50","Data tabulated by year of registration","Final figure, complete","2021","4617","1,2"
"Mexico","2019","Total","Male","50 - 54","Data tabulated by year of registration","Final figure, complete","2021","24360","1,2"
"Mexico","2019","Total","Male","51","Data tabulated by year of registration","Final figure, complete","2021","4693","1,2"
"Mexico","2019","Total","Male","52","Data tabulated by year of registration","Final figure, complete","2021","4801","1,2"
"Mexico","2019","Total","Male","53","Data tabulated by year of registration","Final figure, complete","2021","4910","1,2"
"Mexico","2019","Total","Male","54","Data tabulated by year of registration","Final figure, complete","2021","5339","1,2"
"Mexico","2019","Total","Male","55","Data tabulated by year of registration","Final figure, complete","2021","5408","1,2"
"Mexico","2019","Total","Male","55 - 59","Data tabulated by year of registration","Final figure, complete","2021","29305","1,2"
"Mexico","2019","Total","Male","56","Data tabulated by year of registration","Final figure, complete","2021","5660","1,2"
"Mexico","2019","Total","Male","57","Data tabulated by year of registration","Final figure, complete","2021","5805","1,2"
"Mexico","2019","Total","Male","58","Data tabulated by year of registration","Final figure, complete","2021","6124","1,2"
"Mexico","2019","Total","Male","59","Data tabulated by year of registration","Final figure, complete","2021","6308","1,2"
"Mexico","2019","Total","Male","60","Data tabulated by year of registration","Final figure, complete","2021","6412","1,2"
"Mexico","2019","Total","Male","60 - 64","Data tabulated by year of registration","Final figure, complete","2021","33604","1,2"
"Mexico","2019","Total","Male","61","Data tabulated by year of registration","Final figure, complete","2021","6488","1,2"
"Mexico","2019","Total","Male","62","Data tabulated by year of registration","Final figure, complete","2021","6678","1,2"
"Mexico","2019","Total","Male","63","Data tabulated by year of registration","Final figure, complete","2021","6922","1,2"
"Mexico","2019","Total","Male","64","Data tabulated by year of registration","Final figure, complete","2021","7104","1,2"
"Mexico","2019","Total","Male","65","Data tabulated by year of registration","Final figure, complete","2021","6903","1,2"
"Mexico","2019","Total","Male","65 - 69","Data tabulated by year of registration","Final figure, complete","2021","35009","1,2"
"Mexico","2019","Total","Male","66","Data tabulated by year of registration","Final figure, complete","2021","6984","1,2"
"Mexico","2019","Total","Male","67","Data tabulated by year of registration","Final figure, complete","2021","6760","1,2"
"Mexico","2019","Total","Male","68","Data tabulated by year of registration","Final figure, complete","2021","7201","1,2"
"Mexico","2019","Total","Male","69","Data tabulated by year of registration","Final figure, complete","2021","7161","1,2"
"Mexico","2019","Total","Male","70","Data tabulated by year of registration","Final figure, complete","2021","7282","1,2"
"Mexico","2019","Total","Male","70 - 74","Data tabulated by year of registration","Final figure, complete","2021","37754","1,2"
"Mexico","2019","Total","Male","71","Data tabulated by year of registration","Final figure, complete","2021","7506","1,2"
"Mexico","2019","Total","Male","72","Data tabulated by year of registration","Final figure, complete","2021","7587","1,2"
"Mexico","2019","Total","Male","73","Data tabulated by year of registration","Final figure, complete","2021","7630","1,2"
"Mexico","2019","Total","Male","74","Data tabulated by year of registration","Final figure, complete","2021","7749","1,2"
"Mexico","2019","Total","Male","75","Data tabulated by year of registration","Final figure, complete","2021","7597","1,2"
"Mexico","2019","Total","Male","75 - 79","Data tabulated by year of registration","Final figure, complete","2021","38854","1,2"
"Mexico","2019","Total","Male","76","Data tabulated by year of registration","Final figure, complete","2021","7761","1,2"
"Mexico","2019","Total","Male","77","Data tabulated by year of registration","Final figure, complete","2021","7686","1,2"
"Mexico","2019","Total","Male","78","Data tabulated by year of registration","Final figure, complete","2021","7880","1,2"
"Mexico","2019","Total","Male","79","Data tabulated by year of registration","Final figure, complete","2021","7930","1,2"
"Mexico","2019","Total","Male","80","Data tabulated by year of registration","Final figure, complete","2021","7709","1,2"
"Mexico","2019","Total","Male","80 - 84","Data tabulated by year of registration","Final figure, complete","2021","38017","1,2"
"Mexico","2019","Total","Male","81","Data tabulated by year of registration","Final figure, complete","2021","7526","1,2"
"Mexico","2019","Total","Male","82","Data tabulated by year of registration","Final figure, complete","2021","7612","1,2"
"Mexico","2019","Total","Male","83","Data tabulated by year of registration","Final figure, complete","2021","7653","1,2"
"Mexico","2019","Total","Male","84","Data tabulated by year of registration","Final figure, complete","2021","7517","1,2"
"Mexico","2019","Total","Male","85","Data tabulated by year of registration","Final figure, complete","2021","6858","1,2"
"Mexico","2019","Total","Male","85 - 89","Data tabulated by year of registration","Final figure, complete","2021","31167","1,2"
"Mexico","2019","Total","Male","86","Data tabulated by year of registration","Final figure, complete","2021","6481","1,2"
"Mexico","2019","Total","Male","87","Data tabulated by year of registration","Final figure, complete","2021","6026","1,2"
"Mexico","2019","Total","Male","88","Data tabulated by year of registration","Final figure, complete","2021","6079","1,2"
"Mexico","2019","Total","Male","89","Data tabulated by year of registration","Final figure, complete","2021","5723","1,2"
"Mexico","2019","Total","Male","90","Data tabulated by year of registration","Final figure, complete","2021","4402","1,2"
"Mexico","2019","Total","Male","90 - 94","Data tabulated by year of registration","Final figure, complete","2021","17879","1,2"
"Mexico","2019","Total","Male","91","Data tabulated by year of registration","Final figure, complete","2021","3970","1,2"
"Mexico","2019","Total","Male","92","Data tabulated by year of registration","Final figure, complete","2021","3537","1,2"
"Mexico","2019","Total","Male","93","Data tabulated by year of registration","Final figure, complete","2021","3269","1,2"
"Mexico","2019","Total","Male","94","Data tabulated by year of registration","Final figure, complete","2021","2701","1,2"
"Mexico","2019","Total","Male","95","Data tabulated by year of registration","Final figure, complete","2021","2245","1,2"
"Mexico","2019","Total","Male","95 - 99","Data tabulated by year of registration","Final figure, complete","2021","7260","1,2"
"Mexico","2019","Total","Male","96","Data tabulated by year of registration","Final figure, complete","2021","1812","1,2"
"Mexico","2019","Total","Male","97","Data tabulated by year of registration","Final figure, complete","2021","1307","1,2"
"Mexico","2019","Total","Male","98","Data tabulated by year of registration","Final figure, complete","2021","1085","1,2"
"Mexico","2019","Total","Male","99","Data tabulated by year of registration","Final figure, complete","2021","811","1,2"
"Mexico","2019","Total","Male","100 +","Data tabulated by year of registration","Final figure, complete","2021","1484","1,2"
"Mexico","2019","Total","Male","Unknown","Data tabulated by year of registration","Final figure, complete","2021","351","1,2"
"Mexico","2019","Total","Female","Total","Data tabulated by year of registration","Final figure, complete","2021","322263","1,2"
"Mexico","2019","Total","Female","0","Data tabulated by year of registration","Final figure, complete","2021","9926","1,2"
"Mexico","2019","Total","Female","1","Data tabulated by year of registration","Final figure, complete","2021","1008","1,2"
"Mexico","2019","Total","Female","1 - 4","Data tabulated by year of registration","Final figure, complete","2021","2139","1,2"
"Mexico","2019","Total","Female","2","Data tabulated by year of registration","Final figure, complete","2021","501","1,2"
"Mexico","2019","Total","Female","3","Data tabulated by year of registration","Final figure, complete","2021","334","1,2"
"Mexico","2019","Total","Female","4","Data tabulated by year of registration","Final figure, complete","2021","296","1,2"
"Mexico","2019","Total","Female","5","Data tabulated by year of registration","Final figure, complete","2021","255","1,2"
"Mexico","2019","Total","Female","5 - 9","Data tabulated by year of registration","Final figure, complete","2021","1114","1,2"
"Mexico","2019","Total","Female","6","Data tabulated by year of registration","Final figure, complete","2021","213","1,2"
"Mexico","2019","Total","Female","7","Data tabulated by year of registration","Final figure, complete","2021","237","1,2"
"Mexico","2019","Total","Female","8","Data tabulated by year of registration","Final figure, complete","2021","185","1,2"
"Mexico","2019","Total","Female","9","Data tabulated by year of registration","Final figure, complete","2021","224","1,2"
"Mexico","2019","Total","Female","10","Data tabulated by year of registration","Final figure, complete","2021","220","1,2"
"Mexico","2019","Total","Female","10 - 14","Data tabulated by year of registration","Final figure, complete","2021","1270","1,2"
"Mexico","2019","Total","Female","11","Data tabulated by year of registration","Final figure, complete","2021","188","1,2"
"Mexico","2019","Total","Female","12","Data tabulated by year of registration","Final figure, complete","2021","266","1,2"
"Mexico","2019","Total","Female","13","Data tabulated by year of registration","Final figure, complete","2021","284","1,2"
"Mexico","2019","Total","Female","14","Data tabulated by year of registration","Final figure, complete","2021","312","1,2"
"Mexico","2019","Total","Female","15","Data tabulated by year of registration","Final figure, complete","2021","397","1,2"
"Mexico","2019","Total","Female","15 - 19","Data tabulated by year of registration","Final figure, complete","2021","2494","1,2"
"Mexico","2019","Total","Female","16","Data tabulated by year of registration","Final figure, complete","2021","474","1,2"
"Mexico","2019","Total","Female","17","Data tabulated by year of registration","Final figure, complete","2021","500","1,2"
"Mexico","2019","Total","Female","18","Data tabulated by year of registration","Final figure, complete","2021","536","1,2"
"Mexico","2019","Total","Female","19","Data tabulated by year of registration","Final figure, complete","2021","587","1,2"
"Mexico","2019","Total","Female","20","Data tabulated by year of registration","Final figure, complete","2021","590","1,2"
"Mexico","2019","Total","Female","20 - 24","Data tabulated by year of registration","Final figure, complete","2021","3127","1,2"
"Mexico","2019","Total","Female","21","Data tabulated by year of registration","Final figure, complete","2021","592","1,2"
"Mexico","2019","Total","Female","22","Data tabulated by year of registration","Final figure, complete","2021","593","1,2"
"Mexico","2019","Total","Female","23","Data tabulated by year of registration","Final figure, complete","2021","657","1,2"
"Mexico","2019","Total","Female","24","Data tabulated by year of registration","Final figure, complete","2021","695","1,2"
"Mexico","2019","Total","Female","25","Data tabulated by year of registration","Final figure, complete","2021","690","1,2"
"Mexico","2019","Total","Female","25 - 29","Data tabulated by year of registration","Final figure, complete","2021","3715","1,2"
"Mexico","2019","Total","Female","26","Data tabulated by year of registration","Final figure, complete","2021","696","1,2"
"Mexico","2019","Total","Female","27","Data tabulated by year of registration","Final figure, complete","2021","793","1,2"
